id,source_unique_id,crawl_timestamp,product_url,product_name,description,list_price,sale_price,brand,item_number,gtin,package_size,category,postal_code,available
35,004919d884b958101113042e9797b3ca,2019-03-22 17:27:05 +0000,https://www.walmart.com/ip/Women-s-Breeze-Walker/199606380,Women's Breeze Walker,"Supple leather uppers with lining, three adjustable straps for better fitting. Contoured footbed leather wrapped insole, built-in arch support. Air-cell polyurethane outsole for comfort and durability. 1,000 Mile Guarantee on unitsole wear.|Propet Breeze - Sandals - Women's - Teak Brown Color: Teak Brown Supple- full-grain leather upper with leather lining Propet Leather PU outsole provides cushion- traction and durable wear and walking comfort Sole: Breeze Propet Breeze - Sandals - Women's,Breeze, Leather, Leather,Microfiber sock liner ",76.95,76.95,Prop?t,,8.86E+11,shoe_size-13,Clothing|Shoes|Womens Shoes|All Womens Shoes,,TRUE
36,004a0f5b55524118b302a8a4c0fae4b2,2019-03-22 17:18:04 +0000,https://www.walmart.com/ip/Replacement-for-AGILENT-HP-AA475-HOLLOW-CATHODE-LAMP-BORON-B/247964082,Replacement for AGILENT / HP AA475 HOLLOW CATHODE LAMP BORON B, Manufacturer: CHOSEN SUPPLIES |Replacement for AGILENT / HP AA475 HOLLOW CATHODE LAMP BORON B,411.96,411.96,CHOSEN SUPPLIES,,6.64E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,TRUE
37,005040ec2c23d505ca61e47c902bf907,2019-03-22 17:50:29 +0000,https://www.walmart.com/ip/8-1-2-x-14-Cardstock-Crystal-Metallic-500-Qty/54550883,8 1/2 x 14 Cardstock - Crystal Metallic (500 Qty.),"This cardstock is the standard legal size. Available in different stocks, colors &amp; finishes, you are sure to find the right color for your next project!| Heavyweight 8 1/2 x 14 Cardstock Pack of 500 Color - Crystal Metallic Great addition to your scrapbook pages &amp; any other projects you may be working on! ",284.94,284.94,Envelopes.com,64221309167,6.42E+11,,Office|Paper|All Paper & Printable Media,,TRUE
38,0055dfa34bbbf38a545861e9a9309859,2019-03-22 17:21:00 +0000,https://www.walmart.com/ip/Ebe-Men-Gold-Shield-Half-Rim-Spring-Hinge-Reading-Glasses-a970/100335659,Ebe Men Gold Shield Half Rim Spring Hinge Reading Glasses a970,"Count on EBE for all of your eye correction needs this light weight sleek looking pair of glasses are something to be won. We guarantee you will love the style of these frames with the sharply colored temples on the side of your face give a great fashion look and a great comfort your face we guarantee your satisfaction.| Always custom made to your individual order specifications in our FDA Listed Lab with the remarkable Optical grade Custom frames and Lenses available. Better style better grade and always less than retail. Rx lens included! Glasses come with a Hard protective case and micro fiber cleaning cloth. Very light and strong frame with Ebe signature comfort fit bridge for easy all day use without hot spots. We design and produce all of our frames and lenses in our FDA listed Labs. Lenses Include Anti-Glare and Anti-Reflective Coating. You will Love your New Glasses and we Guarantee it 100%. We do not sell Cheap &quot;drug store&quot; reading glasses. Lens Width=50, Lens Height=27, Bridge Width=18, Temple Length=138, Frame Width=129 ",18.99,18.99,Eye Buy Express,,6.03E+11,size-3.75,Health|Home Health Care|Daily Living Aids,,TRUE
39,005a899ed78b2def73445973886d6690,2019-03-22 17:32:12 +0000,https://www.walmart.com/ip/Heart-Leather-Emerald-Green-14/104348703,Heart Leather Emerald Green 14,"Mirage Pet Products Heart Leather Emerald Dog Collar, 14&quot;|Heart Leather Emerald Green 14",17.82,17.82,FindingKing,9999420860,99994208608,,Pets|Dogs|Dog Collars & Leashes,,TRUE
40,005e5fa304659c5267664ef43f1d3632,2019-03-22 17:21:21 +0000,https://www.walmart.com/ip/JAKE-and-the-NEVER-LAND-PIRATES-Red-STAR-5-Birthday-PARTY-Supplies-Mylar-BALLOONS-by-Lgp/398380329,JAKE and the NEVER LAND PIRATES Red STAR 5 Birthday PARTY Supplies Mylar BALLOONS by Lgp,"PROP65 WARNING:This product can expose you to some kind of chemicals,which is known to the State of California to cause cancer For more information,go to www.P65Warnings.ca.gov. SKU:ADIB00BES9JHM|JAKE and the NEVER LAND PIRATES Red STAR 5 Birthday PARTY Supplies Mylar BALLOONS by Lgp",16.24,16.24,Lgp,,7.88E+11,,Party & Occasions|Party Supplies|Themed Party Supplies|Pirate Party Supplies|Pirate Party Decorations,,TRUE
41,005f8639f59fc135fb5d7e183b40ef9f,2019-03-25 20:03:10 +0000,https://www.walmart.com/ip/Infocus-IN34C-Replacement-Color-Wheel/111964782,Infocus IN34C Replacement Color Wheel,"Infocus IN34C Replacement Color Wheel|Infocus IN34C Replacement Color Wheel - Compatible Color Wheel - without housing, no photos sensor board. - Mainly used for solving motor noise, discolor issue - Compatible for: Infocus IN34C - Color Sequence: RBWGY - Diameter: 44mm / 1.733in - Screw Hole: 3 - Warranty: 120 days replacement",73.41,73.41,mwgears,,8.01E+11,,Office|Projection Equipment|Projectors & Presentation Equipment,,FALSE
42,0060376993371d3b8193e0c4c08cd8f4,2019-03-25 20:33:25 +0000,https://www.walmart.com/ip/Au-Coeur-de-L-ame-Yiddish/28279304,Au Coeur de L'ame Yiddish,Details Coming Soon|Au Coeur de L'ame Yiddish,12.08,12.08,,88765414122,8.88E+11,,Music|World Music & Reggae|All World & Reggae Music,,TRUE
43,0064cfc592f4cd4f38648b49049c3793,2019-03-22 17:35:34 +0000,https://www.walmart.com/ip/4Legs4Pets-by-Mahar-Pet-Cot/112141549,4Legs4Pets by Mahar Pet Cot,"Features: -Frame of bend-resistant, powder-coated, 18 ga. cold-formed steel. -Legs are made of high impact polypropylene plastic. -Cover is made of the extremely durable fabric Texron; a non-sag, open weave, vinyl covered polyester yarn. -Lace-up cover can be tightened periodically if necessary. -Cots are stackable. -No screws, nuts or other small parts. Bed Material: -Polyester. Elevated: -Yes. Country of Manufacture: -United States. Dimensions: Overall Height - Top to Bottom: -5&quot;. Size Extra Large - 52&quot; L x 22&quot; W - Overall Depth - Front to Back: -52&quot;. Size Extra Large - 52&quot; L x 22&quot; W - Overall Width - Side to Side: -22&quot;. Size Extra Large - 52&quot; L x 22&quot; W - Overall Product Weight: -8 lbs. Size Extra Long - 52&quot; L x 30&quot; W - Overall Width - Side to Side: -30&quot;. Size Large - 40&quot; L x 30&quot; W - Overall Depth - Front to Back: -40&quot;. Size Large - 40&quot; L x 30&quot; W - Overall Product Weight: -7 lbs. Size Small - 30&quot; L x 22&quot; W - Overall Product Weight: -6 lbs. Size Small - 30&quot; L x 22&quot; W|ZF1280 Features Frame of bend-resistant, powder-coated, 18 ga. cold-formed steel Legs are made of high impact polypropylene plastic Cover is made of the extremely durable fabric Texron; a non-sag, open weave, vinyl covered polyester yarn Lace-up cover can be tightened periodically if necessary Cots are stackable No screws, nuts or other small parts Bed Material: Polyester Elevated: Yes Country of Manufacture: United States Dimensions Overall Height - Top to Bottom: 5&quot; Size Extra Large - 52&quot; L x 22&quot; W Overall Depth - Front to Back: 52&quot; Overall Width - Side to Side: 22&quot; Overall Product Weight: 8 lbs Size Extra Long - 52&quot; L x 30&quot; W Overall Width - Side to Side: 30&quot; Size Large - 40&quot; L x 30&quot; W Overall Depth - Front to Back: 40&quot; Overall Product Weight: 7 lbs Size Small - 30&quot; L x 22&quot; W Overall Product Weight: 6 lbs Overall Depth - Front to Back: 30&quot; ",38.42,38.42,4Legs4Pets by Mahar,66378944921,6.64E+11,"size-extralarge-52""lx22""w",Pets|Dogs|Dog Beds,,TRUE
44,0065fad9d36aaf986552cd038d720ebb,2019-03-25 19:13:42 +0000,https://www.walmart.com/ip/MightySkins-Protective-Vinyl-Skin-Decal-for-YETI-Tundra-110-qt-Cooler-Lid-wrap-cover-sticker-skins-Bright-Smoke/141095083,MightySkins Protective Vinyl Skin Decal for YETI Tundra 110 qt Cooler Lid wrap cover sticker skins Bright Smoke,"Mightyskins are removable vinyl skins for protecting and customizing your devices. This is a decal skin that applies to your existing YETI Tundra 110 qt Cooler Lid. They feature ultra high resolution designs, the perfect way to add some style and stand out from the crowd. Mightyskins have a durable matte laminate that protects from scratching, fading and peeling. With our patented adhesive technology MightySkins remove cleanly when you want to remove them or switch to another design. No sticky mess guaranteed! YETI Tundra 110 qt Cooler Lid is not included.|This is NOT A HARD CASE (Skin Decal Only). It is a vinyl skin/decal sticker and is NOT made of rubber, silicone, gel or plastic. Device shown not included.",34.99,34.99,Mightyskins,,35292154360,size-yeti125qtcoolerlid,Sports & Outdoors|Outdoor Sports|Camping Gear|Coolers|All Coolers,,FALSE
45,0066312258c3fc332ab5d4035f187d81,2019-03-11 20:35:44 +0000,https://www.walmart.com/ip/MightySkins-Skin-Decal-Wrap-Compatible-with-Smok-Sticker-Protective-Cover-100-s-of-Color-Options/180170721,MightySkins Skin Decal Wrap Compatible with Smok Sticker Protective Cover 100's of Color Options,"Do You Want Your Smok G150 To Look Different Than The Rest? You’re in the right place because we’ve got exactly what you’re looking for! This Barnwood skin is the perfect way to show off your gear! Or with hundreds of other MightySkins designs, you can be sure to find one that you’ll love, and that will show off your unique style! Do You Want To Protect Your Vape? With MightySkins your Vape is protected from scratches, dings, dust, fingertips, and the wear-and-tear of everyday use! Cover your Vape with a beautiful, stylish decal skin and keep it protected at the same time! Easy to apply, and easy to remove without any sticky residue! Make your favorite gear look like new, and stand out from the crowd! Order With Confidence - Satisfaction Guaranteed! MightySkins are durable, reliable, made in our state-of-the-art production facility in the U.S.A., and backed by our satisfaction guarantee! Product Details: • NOT A HARD CASE • Vinyl decal sticker • Matte Finish • Ultra-Thin, Ultra-Durable, Stain Resistant • Hundreds of different designs • Smok G150 is not included.|This is NOT A HARD CASE (Skin Decal Only). It is a vinyl skin/decal sticker and is NOT made of rubber, silicone, gel or plastic. Device shown not included.",9.99,9.99,Mightyskins,,82481866559,size-smokg150,Electronics|Electronics Learning Center|Ads Free Page #21,,TRUE
46,00692b6dde0995be201ed71e87d15f49,2019-03-11 20:14:49 +0000,https://www.walmart.com/ip/Endura-SFX-Face-Off-Prime-Blue-4oz/268641273,"Endura SFX Face Off, Prime Blue 4oz","Endura SFX Airbrush Makeup, Prime Blue 4oz|ENDURA FACEOFF - SFXThe Endura Face Off edition consists of alcohol based makeup formulated with the same properties and qualities as EBA’s original Endura brand makeup. However, Endura Face Off liquids come with higher level of pigmentation resulting in an increased coverage and more versatile application including airbrush, brush and sponge. Additionally, Endura Face Off carries lower viscosity enabling artists to work with reduced airbrush psi settings inside enclosed makeup trailers or small rooms (without the “makeup cloud effect”).&nbsp; ENDURA FACE OFF APPLICATION:• Haunt makeup• Film and prosthetics&nbsp;• Special FX makeup• Airbrush Tattoos• Face art• Body Painting• Cosplay&nbsp;• Underwater commercials• Stage and performance makeup ENDURA FACE OFF ADVANTAGE:• Water, sweat and transfer proof&nbsp;• Rich coverage• No cracking• Instant drying&nbsp;• Highly realistic colors• Low viscosity, low psi settings &nbsp;• Applicable with airbrush, brush or sponge• Easily Removable with VAPORE or UNVEIL• Matching colors in Encore alcohol activated palettes available• Made in the USA by EBA• Exclusive formulation&nbsp;• FDA approved ingredients The Endura Face Off makeup provides exceptional wear ability and water resistance when used on human skin and it also holds extremely well when used on foam, latex, rubber or encapsulated silicone prosthetics. All ingredients are of a cosmetic grade and all pigments are approved by the FDA. For more realistic and translucent effects the Endura Face Off colors can be cut down with the Transluz thinner without sacrificing the quality and consistency of the paint.Endura Face Off can be easily removed with EBA’s alcohol based VAPORE or with the alcohol free UNVEIL makeup moisturizing remover.",77,77,European Body Art,,7.20E+11,size-8oz,"Arts, Crafts & Sewing|Art Supplies|Painting|Paints|Airbrush Paints",,TRUE
47,006bf44c4c0d4e572217d33b868b204c,2019-03-11 20:43:09 +0000,https://www.walmart.com/ip/i-Blason-GalaxyNoteIII-LeatherBook-Leather-Slim-Book-for-Samsung-Galaxy-Note-III-Smartphone-Black/33697969,"i-Blason GalaxyNoteIII-LeatherBook Leather Slim Book for Samsung Galaxy Note III Smartphone, Black",i-Blason (TM) Logo bearing Premium Quality Genuine Leather Case with Great Craftsmanship!Designed specifically for Samsung Galaxy Note 3 Smart PhoneInside of case is made of material that will not scratch your phone!Holders for ID and Credit CardCan be converted easily into a stand case for video watching and messaging| i-Blason GalaxyNoteIII-LeatherBook Leather Slim Book for Samsung Galaxy Note III Smartphone: Magnetic closure for ease of open and closing Holders for ID and credit card Easy snap on installation/open and fold like a book Color: black ,43.87,18.99,i-Blason,6.95E+11,,,"Electronics|Computers|Computer Accessories|Laptop Bags, Cases & Sleeves",,FALSE
48,006cc7f0152f2f650b633a5b9d466b48,2019-03-25 19:24:31 +0000,https://www.walmart.com/ip/3-1-2-W-x-20-D-x-20-H-Funston-Craftsman-Smooth-Bracket-Douglas-Fir/139685225,"3 1/2""W x 20""D x 20""H Funston Craftsman Smooth Bracket, Douglas Fir","Our Rustic Collection is an instant classic. Our Rustic wood millwork utilizes the technologies of today to build the 'log and timber' wood products that have been in architecture for centuries. Because our products are not kiln dried, each item in our Rustic Collection is 100% unique and will contain the natural variations that the wood species offers. Your wood bracket, corbel, rafter tail, will contain unique colors, grains, textures, knots, sapwood &amp; heartwood content and possible sap bleeding, and even natural checking, splitting &amp; cracks. These natural variations are what make the Rustic Collection stand out from the rest. Be proud of your project; stand out from the cookie-cutter homes; use the Rustic Collection family of products.|3 1/2&quot;W x 20&quot;D x 20&quot;H Funston Craftsman Smooth Bracket, Douglas Fir",114.86,114.86,Ekena Milwork,88927404565,8.89E+11,"size-24""dx28""hrusticwoodbracket",Home Improvement|Hardware|Brackets and Angle Irons|All Brackets and Angle Irons,,TRUE
49,006e1dcc177f27523ba782e4d281ee19,2019-03-18 06:16:33 +0000,https://www.walmart.com/ip/Dr-Comfort-Paradise-Women-s-Casual-Shoe-4-5-X-Wide-E-2E-Black-Velcro/347396800,Dr. Comfort Paradise Women's Casual Shoe: 4.5 X-Wide (E-2E) Black Velcro,|The Dr. Comfort Paradise is hand tooled and hand burnished leather creates luxurious looks for dress or casual. Our richly colored leather in new metallic hues adds class to an American classic. Beautiful details and rich finishes adorn Dr. Comfort's Women's Merry Jane Collection.,139,139,Dr. Comfort,,8.89E+11,shoe_size-8.5,Clothing|Shoes|Womens Shoes|Womens Casual Shoes,,FALSE
50,00740dec49f45d7eceb4f814e4ecc775,2019-03-22 18:30:54 +0000,https://www.walmart.com/ip/Clear-18-Note-Acrylic-Box-Musical-Paperweight-Light-My-Fire/934219905,Clear 18 Note Acrylic Box Musical Paperweight - Light My Fire,"Product Information: Tune: 18 Note Movement (please see above for available song titles) Clear acrylic material, box shaped paperweight Dimension: 2.4 x 2.0 x 1.6|Clear 18 Note Acrylic Box Musical Paperweight - Light My Fire",38.99,38.99,MusicBoxAttic,,6.91E+11,size-212.kingofmylove(psalm23),Office|Desk & Workspace Organizers|Paper Weights,,FALSE
51,0074233663fad0775eec85d2e965d420,2019-03-25 19:53:38 +0000,https://www.walmart.com/ip/MightySkins-Skin-Decal-Wrap-Compatible-with-Lenovo-Sticker-Protective-Cover-100-s-of-Color-Options/238418863,MightySkins Skin Decal Wrap Compatible with Lenovo Sticker Protective Cover 100's of Color Options,"Do You Want Your NVIDIA SHIELD TV Pro To Look Different Than The Rest? You’re in the right place because we’ve got exactly what you’re looking for! This Paradise skin is the perfect way to show off your style! Or with hundreds of other MightySkins designs, you can be sure to find one that you’ll love, and that will show off your unique style! Do You Want To Protect Your NVIDIA SHIELD TV Pro? With MightySkins your Gear is protected from scratches, dings, dust, fingertips, and the wear-and-tear of everyday use! Cover your NVIDIA SHIELD TV Pro with a beautiful, stylish decal skin and keep it protected at the same time! Easy to apply, and easy to remove without any sticky residue! Make your favorite gear look like new, and stand out from the crowd! Order With Confidence - Satisfaction Guaranteed! MightySkins are durable, reliable, made in our state-of-the-art production facility in the U.S.A., and backed by our satisfaction guarantee! Product Details: • Vinyl decal sticker • NOT A HARD CASE • Matte Finish • Ultra-Thin, Ultra-Durable, Stain Resistant • Hundreds of different designs • NVIDIA SHIELD TV Pro is not included.|This is NOT A HARD CASE (Skin Decal Only). It is a vinyl skin/decal sticker and is NOT made of rubber, silicone, gel or plastic. Device shown not included.",23.99,19.99,Mightyskins,,7.13E+11,"size-lenovoflex514""(2017)",Electronics|Electronics Learning Center|Ads Free Page #21,,FALSE
52,007474754855e2519470a77db1abc472,2019-03-22 17:54:45 +0000,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175,"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack","Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",26.14,26.14,Business Essentials,,6.38E+11,size-(159)61/2inx21/2inx1in,Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,,TRUE
53,00779415357fec3b2db880e268676b40,2019-03-25 19:24:28 +0000,https://www.walmart.com/ip/E4-Safety-Certified-Rigid-Seat-Belt-Extension-for-2005-Hyundai-Elantra-Front-Seats-Gray-3-Inches-from-Seat-Belt-Extender-Pros/468067178,E4 Safety Certified Rigid Seat Belt Extension for 2005 Hyundai Elantra Front Seats Gray 3 Inches from Seat Belt Extender Pros," PROTECT YOUR FAMILY - Seat Belt Extender Pros extensions have an E4 Safety Certification, an internationally recognized safety standard, and are labeled accordingly. HELPS THOSE WHO CAN'T BUCKLE - This is ideal for those who can't otherwise buckle their seat belts, which may include some plus-sized people, police officers and law enforcement with bulky utility belts, passengers in NEMT vehicles, people with mobility impairments and others. THE BRAND THE WORLD TRUSTS - Seat Belt Extender Pros is the world’s leader in seat belt extensions and related accessories. COLOR AND LENGTH CHOICES - With the widest variety of styles, lengths and colors, we have the safety belt extension to suit your needs. MOST LIKELY FIT - This item is the most likely fit for the specific make, model, year and seat mentioned in the title. Need it for a different vehicle? Search our extensive catalog or get in touch directly for help.|About This Extender This Rigid Click-and-Go Hyundai Elantra seat belt extender buckles right into the existing seat belt. Seat Belt Extender Pros is known for industry-leading expertise, the widest selection of extenders, an uncompromising focus on quality, and a complete devotion to customer happiness. They are recognized as the #1 seat belt extension brand worldwide with a decade of experience and an extensive knowledge-base to be partners in your search for the most likely fitting safety belt extender. All Seat Belt Extender Pros extensions are E4 Safety Certified, but many extenders in online marketplaces are not. Make the right choice, and protect yourself and your loved ones with the best products. Rigid extenders stand upright when buckled into the receptacle. By contrast, regular extenders are made of a similar floppy seat belt webbing material as the seat belts in your car. If you don't see the style or variation you want, Seat Belt Extender Pros offers additional color, length and style options. Choosing Extenders This extender is the most likely fit for the exact vehicle in the title and options of this listing, and it refers only to the exact make, model, year and seat specified for cars purchased in the U.S. Different seats in a vehicle may have different seat belts, and seat belts in the same car model may vary by year and country. Only purchase and use this listing if the car where you intend to use the extender matches exactly. If you have any questions or concerns, we’re here to help. The easiest way to shop for an extender is searching by your vehicle in our Walmart store or directly with Seat Belt Extender Pros. We're delighted to help you buckle in and bring a smile to your journeys! Use the shortest length necessary to buckle up. Extender lengths represent the approximate amount of additional length when the extender is buckled in. All images are copyrighted stock photos that may differ in appearance slightly from what you receive.",13.89,13.89,Seat Belt Extender Pros,,7.01E+11,,"Auto & Tires|Automotive Replacement Parts|Belts, Hoses and Pulleys",,TRUE
54,007c16d646f442aea745099c26c7ff49,2019-03-25 19:30:31 +0000,https://www.walmart.com/ip/Hibiscus-Flowers-Wall-Decal-Wall-Sticker-Vinyl-Wall-Art-Home-Decor-Wall-Mural-2186-8in-x-19in-Dark-green/258560644,"Hibiscus Flowers Wall Decal - Wall Sticker, Vinyl Wall Art, Home Decor, Wall Mural - 2186 - 8in x 19in, Dark green","Product Features:Size: 8in x 19inColor: Dark greenDelivery time: Usually ships in 1-2 business daysStyle &amp; Apply offers you a super-fantastic way to decorate your home or office:Wall decals and prints from us! Even with little or no artistic expertise you can liven up your living space and become the envy of anyone who hasn't &quot;styled and applied!&quot; Get inspired and let your newly found decorating savvy lead you to the design that's just right for your wall!Wall Decal Description:Style &amp; Apply wall decals are a fantastic alternative to pictures, wallpaper or murals when giving your rooms a new look. Our decals can be applied and removed simply and easily. No painting, hammering or framing required! Whether you're adding a splash of color or going for an entirely new look, you can decorate almost any indoor surface with a smooth flat surface. Just browse our incredible selection of designs and we'll help you liven up your living space in a unique and affordable way. Just style i|Product Features: Size: 8in x 19in Color: Dark green Delivery time: Usually ships in 1-2 business days Style &amp; Apply offers you a super-fantastic way to decorate your home or office: Wall decals and prints from us! Even with little or no artistic expertise you can liven up your living space and become the envy of anyone who hasn't &quot;styled and applied!&quot; Get inspired and let your newly found decorating savvy lead you to the design that's just right for your wall! Wall Decal Description: Style &amp; Apply wall decals are a fantastic alternative to pictures, wallpaper or murals when giving your rooms a new look. Our decals can be applied and removed simply and easily. No painting, hammering or framing required! Whether you're adding a splash of color or going for an entirely new look, you can decorate almost any indoor surface with a smooth flat surface. Just browse our incredible selection of designs and we'll help you liven up your living space in a unique and affordable way. Just style it and apply it! Included with delivery: Your Wall Decal Free Squeegee (application tool) Application Instructions Your Invoice ",19.95,15.96,Style & Apply,,6.12E+11,size-8inx19in,Home Improvement|Paint|Wall Decals|All Wall Decals,,TRUE
55,008153a84944dbab9d796f766da2fd00,2019-03-22 18:06:40 +0000,https://www.walmart.com/ip/Eye-Buy-Express-Prescription-Glasses-Mens-Womens-Burgundy-Crystal-Clear-Yellow-Rounded-Rectangular-Reading-Glasses-Anti-Glare-grade/838771243,Eye Buy Express Prescription Glasses Mens Womens Burgundy Crystal Clear Yellow Rounded Rectangular Reading Glasses Anti Glare grade,"Rounded rectangular cat-eye reading glasses. These frames feature a deep burgundy color on the face of the frame with crystal interior, as well as crystal temple detail and yellow, turqoise and black marbled colors on the inside of the temple arms. The standard hinges provide durability and the TR-90 con struction allows for some flex making these glasses very sturdy and perfect for every day use!| Always custom made to your individual order specifications in our FDA Listed Lab with the remarkable Optical grade Custom frames and Lenses available. Better style better grade and always less than retail. Rx lens included! Glasses come with a Hard protective case and micro fiber cleaning cloth. Very light and strong frame with Ebe signature comfort fit bridge for easy all day use without hot spots. We design and produce all of our frames and lenses in our FDA listed Labs. Lenses Include Anti-Glare and Anti-Reflective Coating. You will Love your New Glasses and we Guarantee it 100%. We do not sell Cheap &quot;drug store&quot; reading glasses. Lens Width=54, Lens Height=37, Bridge Width=15, Temple Length=144, Frame Width=135 ",23.18,23.18,Eye Buy Express,,7.37E+11,size-2.25,Health|Home Health Care|Daily Living Aids,,TRUE
56,00824c93037c522d6b483d684ac415b6,2019-03-22 17:15:01 +0000,https://www.walmart.com/ip/Madgascar-Into-the-Jungle-Magic-Pen-and-Invisible-Ink/108774516,Madgascar Into the Jungle Magic Pen and Invisible Ink,Madagascar Magic Pen Painting BookTime to have fun with all the animals. It's a fun and easy way to paint - but with no mess! Use the Special Pen to paint each picture and watch the colors instantly appear.| 2 in 1 Activities Invisible Ink &amp; Magic Pen Painting Reveal the invisibly printed pictures and answers 1 Special pen &amp; 24 Pages ,6.49,6.49,DreamWorks,,77259079200,,Auto & Tires|Auto Body|Car Paint|All Auto Paint,,TRUE
57,008349474b04190c6f0916cb1cdfd771,2019-03-18 06:04:01 +0000,https://www.walmart.com/ip/Edwards-Garment-Women-s-Two-Pockets-Chino-Blend-Cargo-Pant-Style-8568/920763827,"Edwards Garment Women's Two Pockets Chino Blend Cargo Pant, Style 8568","Edwards Garment Women's Two Pockets Chino Blend Cargo Pant, Style 8568. Flat front cargo pant is a blended twill with a soft hand. The deep cargo pockets with Velcro closure lets you store most anything. This pant is loaded with performance features including soil release and moisture wicking. 65% Polyester/35% Cotton; 7.5/8.0 oz.wt., Casual chino blend pant, Flat front, button closure and brass zipper, Two front and one back pocket, Two cargo pockets with Velcro closure, Tall sizes available, Moisture wicking fabric, Soil and wrinkle resistant, Laundry friendly, Size: Misses' 0-18, Women's 18W-28W.| Edwards Garment Women's Two Pockets Chino Blend Cargo Pant, Style 8568 65% Polyester/35% Cotton; 7.5/8.0 oz.wt. Casual chino blend pant. Flat front, button closure and brass zipper. Two front and one back pocket. Two cargo pockets with Velcro closure. ",29.62,29.62,Edwards,,7.17E+11,clothing_size-234,Clothing|Women|Womens Pants & Leggings|Womens Pants|Womens Casual Pants,,FALSE
58,00836bbbeb9cc0a9a10e24b258efc4de,2019-03-22 17:45:44 +0000,https://www.walmart.com/ip/Mediven-Sheer-and-Soft-15-20-mmHg-Thigh-w-Lace-Silicone-Top-Band-CT-Wheat-II-Ankle-8-8-75-inches/125076312,Mediven Sheer and Soft 15-20 mmHg Thigh w/ Lace Silicone Top Band CT Wheat II - Ankle 8-8.75 inches,"The sheerest compression stocking in its class is exactly what is states: sheer and soft. mediven sheer &amp; soft,which is virtually indistinguishable from regular hosiery, is specifically designed for fashion-conscious patients who demand the most durable, best-looking medical compression available. Ideal for both day and evening wear, only you and your patients will know that mediven sheer &amp; soft is a medical compression stocking.| Unequaled sheerness and softness Machine wash and tumble dry Easy to apply ",110.38,110.38,Medi,,6.36E+11,size-vi-ankle12-13inchespantyct20-30mmhg,Health|Medicine Cabinet|Braces & Supports,,TRUE
59,0086dbc02e0f1cb9808ce5796bf9338e,2019-03-11 20:19:14 +0000,https://www.walmart.com/ip/MightySkins-Skin-Decal-Wrap-Compatible-with-Nest-Sticker-Protective-Cover-100-s-of-Color-Options/330239701,MightySkins Skin Decal Wrap Compatible with Nest Sticker Protective Cover 100's of Color Options,"Do You Want Your Nest Cam Indoor Security Camera To Look Different Than The Rest? Youre in the right place because weve got exactly what youre looking for! This Antique Purple skin is the perfect way to show off your style! Or with hundreds of other MightySkins designs, you can be sure to find one that youll love, and that will show off your unique style! Do You Want To Protect Your Nest Cam? With MightySkins your Nest Cam is protected from scratches, dings, dust, fingertips, and the wear-and-tear of everyday use! Cover your Nest Cam with a beautiful, stylish decal skin and keep it protected at the same time! Easy to apply, and easy to remove without any sticky residue! Make your favorite gear look like new, and stand out from the crowd! Order With Confidence - Satisfaction Guaranteed! MightySkins are durable, reliable, made in our state-of-the-art production facility in the U.S.A., and backed by our satisfaction guarantee! Product Details: Vinyl decal sticker NOT A HARD CASE Matte Finish Ultra-Thin, Ultra-Durable, Stain Resistant Hundreds of different designs Nest Cam Indoor Security Camera is not included.|This is NOT A HARD CASE (Skin Decal Only). It is a vinyl skin/decal sticker and is NOT made of rubber, silicone, gel or plastic. Device shown not included.",7.99,7.99,Mightyskins,,26312825827,size-nesthellovideodoorbell,Electronics|Electronics Learning Center|Ads Free Page #21,,TRUE
60,008c8f319894d8b22daa3524d55f6b46,2019-03-25 20:41:12 +0000,https://www.walmart.com/ip/MightySkins-Skin-Decal-Wrap-Compatible-with-Apple-Sticker-Protective-Cover-100-s-of-Color-Options/183023894,MightySkins Skin Decal Wrap Compatible with Apple Sticker Protective Cover 100's of Color Options,"Mightyskins are removable vinyl skins for protecting and customizing your Apple iPad 5th Gen. This is a decal skin that applies to your existing Apple iPad 5th Gen. They feature ultra high resolution designs, the perfect way to add some style and stand out from the crowd. Mightyskins have a durable matte laminate that protects from scratching, fading and peeling. With our patented adhesive technology MightySkins remove cleanly when you want to remove them or switch to another design. No sticky mess guaranteed! Apple iPad 5th Gen is not included.|This is NOT A HARD CASE (Skin Decal Only). It is a vinyl skin/decal sticker and is NOT made of rubber, silicone, gel or plastic. Device shown not included.",17.99,14.99,Mightyskins,,45399836540,"size-appleipadpro12.9""(2017)",Electronics|Electronics Learning Center|Ads Free Page #21,,FALSE
